codigo,ayuntamiento,CODPROV,provincia,salario,poblacion,dedicación
24137,Sabero,24,León,40,1123,sin dedicación
40174,Sacramenia,40,Segovia,2139.86,385,parcial
24139,Sahagún,24,León,3986.5,2477,sin dedicación
37274,SALAMANCA,37,Salamanca,33885.05,144825,exclusiva
9330,Salas de los Infantes,9,Burgos,4443.95,1987,sin dedicación
49183,Salce,49,Zamora,630,93,sin dedicación
34157,Saldaña,34,Palencia,525,2958,sin dedicación
42161,Salduero,42,Soria,2220,152,parcial
34158,Salinas de Pisuerga,34,Palencia,427.4,318,sin dedicación
49184,Samir de los Caños,49,Zamora,150,172,sin dedicación
47142,San Cebrián de Mazote,47,Valladolid,70,129,sin dedicación
49187,San Cristóbal de Entreviñas,49,Zamora,132,1369,sin dedicación
24144,San Cristóbal de la Polantera,24,León,2649.64,667,parcial
40906,San Cristóbal de Segovia,40,Segovia,3630,3080,parcial
24145,San Emiliano,24,León,1000,627,sin dedicación
42162,SAN ESTEBAN DE GORMAZ,42,Soria,16908.59,2956,parcial
24146,San Esteban de Nogales,24,León,3412.5,257,parcial
24148,San Justo de la Vega,24,León,7699.98,1807,parcial
42164,San Leonardo de Yagüe,42,Soria,6600,2054,exclusiva
47144,San Martín de Valvení,47,Valladolid,2468.48,81,parcial
47145,San Miguel del Arroyo,47,Valladolid,3180.83,659,parcial
24149,San Millán de los Caballeros,24,León,300,168,sin dedicación
47147,San Pablo de la Moraleja,47,Valladolid,120,112,sin dedicación
24150,San Pedro Bercianos,24,León,1443.92,231,sin dedicación
49194,San Pedro de la Nave-Almendra,49,Zamora,900,337,sin dedicación
47150,San Román de Hornija,47,Valladolid,2970,307,parcial
49208,San Vicente de la Cabeza,49,Zamora,210,357,sin dedicación
47156,San Vicente del Palacio,47,Valladolid,100,162,sin dedicación
24143,Sancedo,24,León,715,546,sin dedicación
37281,Sanchón de la Sagrada,37,Salamanca,700,39,sin dedicación
40179,SANCHONUÑO,40,Segovia,12883.04,973,parcial
24151,Santa Colomba de Curueño,24,León,1000,473,sin dedicación
24152,Santa Colomba de Somoza,24,León,2792,501,sin dedicación
49200,Santa Cristina de la Polvorosa,49,Zamora,708.36,1073,sin dedicación
24153,Santa Cristina de Valmadrigal,24,León,890,254,sin dedicación
34168,Santa Cruz de Boedo,34,Palencia,600,49,sin dedicación
24154,Santa Elena de Jamuz,24,León,2038.4,1047,sin dedicación
49202,Santa Eufemia del Barco,49,Zamora,1793.84,175,sin dedicación
24155,Santa María de la Isla,24,León,2560,476,sin dedicación
49203,Santa María de la Vega,49,Zamora,150,293,sin dedicación
24156,Santa María del Monte de Cea,24,León,576,225,sin dedicación
24157,Santa María del Páramo,24,León,12774.09,3101,parcial
5227,Santa María del Tiétar,5,Ávila,9675,447,parcial
40185,Santa María la Real de Nieva,40,Segovia,7840.92,961,parcial
24159,Santa Marina del Rey,24,León,7875,1860,parcial
37294,Santa Marta de Tormes,37,Salamanca,20961.18,14730,exclusiva
24160,Santas Martas,24,León,4690,729,parcial
47153,Santervás de Campos,47,Valladolid,120,113,sin dedicación
34169,Santervás de la Vega,34,Palencia,200,439,sin dedicación
37296,Santiago de la Puebla,37,Salamanca,1225,309,sin dedicación
5904,Santiago del Tormes,5,Ávila,518.98,114,sin dedicación
24161,Santiago Millas,24,León,300,330,sin dedicación
37297,Santibáñez de Béjar,37,Salamanca,613.7,456,sin dedicación
34171,Santibáñez de la Peña,34,Palencia,320,1005,sin dedicación
49206,Santibáñez de Vidriales,49,Zamora,270,922,sin dedicación
37299,Santiz,37,Salamanca,7000,253,parcial
47155,Santovenia de Pisuerga,47,Valladolid,6000,4604,parcial
47157,Sardón de Duero,47,Valladolid,4549.98,579,parcial
37301,Sardón de los Frailes,37,Salamanca,1093.2,94,sin dedicación
24163,Sariegos,24,León,6400,5084,sin dedicación
9363,Sasamón,9,Burgos,2630,962,sin dedicación
37302,Saucelle,37,Salamanca,720.6,280,sin dedicación
40192,Sauquillo de Cabezas,40,Segovia,650,146,sin dedicación
47158,"Seca, La",47,Valladolid,6478.62,1059,parcial
40194,SEGOVIA,40,Segovia,29926.13,52057,exclusiva
24164,Sena de Luna,24,León,700,366,sin dedicación
40195,Sepúlveda,40,Segovia,12950,967,exclusiva
34175,"Serna, La",34,Palencia,1551,95,sin dedicación
47161,Simancas,47,Valladolid,18750.03,5267,exclusiva
24165,SOBRADO,24,León,400,301,sin dedicación
5238,Solosancho,5,Ávila,100,820,sin dedicación
42173,SORIA,42,Soria,31085.57,39821,exclusiva
24166,Soto de la Vega,24,León,5075,1526,parcial
24167,Soto y Amío,24,León,1436.79,773,parcial
40199,Sotosalbos,40,Segovia,330,118,sin dedicación
37313,Sotoserrano,37,Salamanca,4276,557,parcial
9372,Sotragero,9,Burgos,180,273,sin dedicación
49214,Tábara,49,Zamora,300,740,sin dedicación
42181,Tardelcuende,42,Soria,2640,414,sin dedicación
34181,Tariego de Cerrato,34,Palencia,860,476,sin dedicación
5242,Tiñosillos,5,Ávila,3500,775,sin dedicación
24168,Toral de los Guzmanes,24,León,400,501,sin dedicación
24206,Toral de los Vados,24,León,17820,1812,exclusiva
47165,Tordesillas,47,Valladolid,18440.07,8745,exclusiva
24169,Toreno,24,León,750,3012,sin dedicación
5245,Tornadizos de Ávila,5,Ávila,4746.67,418,parcial
49219,Toro,49,Zamora,24165.31,8665,exclusiva
34182,Torquemada,34,Palencia,2628.85,954,sin dedicación
24170,Torre del Bierzo,24,León,13655.85,2114,parcial
40206,Torre Val de San Pedro,40,Segovia,200,192,sin dedicación
40203,TORRECABALLEROS,40,Segovia,5330.59,1372,parcial
47166,Torrecilla de la Abadesa,47,Valladolid,4383.02,276,parcial
47168,Torrecilla de la Torre,47,Valladolid,824.6,36,sin dedicación
49221,Torregamones,49,Zamora,2872.15,253,parcial
34184,Torremormojón,34,Palencia,150,43,sin dedicación
49222,Torres del Carrizal,49,Zamora,5512.08,400,parcial
9390,Torresandino,9,Burgos,3712.4,604,parcial
24171,Trabadelo,24,León,10915.42,333,parcial
47173,Traspinedo,47,Valladolid,2250,1111,parcial
40207,Trescasas,40,Segovia,650,1074,sin dedicación
9394,Trespaderne,9,Burgos,150,771,sin dedicación
42188,Trévago,42,Soria,300,45,sin dedicación
24172,Truchas,24,León,741.58,419,sin dedicación
47175,Tudela de Duero,47,Valladolid,23548.98,8620,parcial
24173,Turcia,24,León,4771.6,986,parcial
40208,Turégano,40,Segovia,450,986,sin dedicación
47179,Valbuena de Duero,47,Valladolid,1280,462,sin dedicación
49228,Valdefinjas,49,Zamora,280,54,sin dedicación
24175,Valdefresno,24,León,14353.04,2173,exclusiva
24176,Valdefuentes del Páramo,24,León,1680,319,sin dedicación
37333,Valdelacasa,37,Salamanca,960,216,sin dedicación
24177,Valdelugueros,24,León,9388.76,515,parcial
42194,Valdemaluque,42,Soria,1076.32,147,sin dedicación
24178,Valdemora,24,León,130,73,sin dedicación
24179,Valdepiélago,24,León,380,307,sin dedicación
24180,Valdepolo,24,León,1010,1200,sin dedicación
42196,Valdeprado,42,Soria,280,7,sin dedicación
24181,Valderas,24,León,200,1586,sin dedicación
24182,Valderrey,24,León,400,446,sin dedicación
24183,Valderrueda,24,León,723.02,827,sin dedicación
24184,Valdesamario,24,León,2520,189,sin dedicación
24187,Valdevimbre,24,León,7282.73,958,parcial
9406,Valdorros,9,Burgos,7226.39,297,parcial
37338,Valdunciel,37,Salamanca,520,95,sin dedicación
47186,VALLADOLID,47,Valladolid,45214.96,299265,exclusiva
9904,Valle de las Navas,9,Burgos,480,509,sin dedicación
9908,Valle de Losa,9,Burgos,3750,481,sin dedicación
9409,Valle de Manzanedo,9,Burgos,97.28,122,sin dedicación
9410,Valle de Mena,9,Burgos,18173.64,3805,exclusiva
9411,Valle de Oca,9,Burgos,250,165,sin dedicación
9902,Valle de Santibáñez,9,Burgos,1000,483,sin dedicación
9905,Valle de Sedano,9,Burgos,745,421,sin dedicación
9412,Valle de Tobalina,9,Burgos,8333.33,909,parcial
9413,Valle de Valdebezana,9,Burgos,490,456,sin dedicación
9415,Valle de Valdelucio,9,Burgos,250,330,sin dedicación
40216,Valverde del Majano,40,Segovia,100,1115,sin dedicación
24190,Valverde-Enrique,24,León,295,155,sin dedicación
24193,"Vecilla, La",24,León,2600,393,parcial
24196,Vega de Espinareda,24,León,1350,2044,sin dedicación
24197,Vega de Infanzones,24,León,1055.92,818,sin dedicación
24198,Vega de Valcarce,24,León,11456,587,parcial
24199,Vegaquemada,24,León,11674.25,438,parcial
24201,Vegas del Condado,24,León,9143.54,1109,parcial
42200,Velamazán,42,Soria,2400,73,sin dedicación
47189,Velascálvaro,47,Valladolid,2642.19,165,parcial
47190,Velilla,47,Valladolid,367.2,114,sin dedicación
34199,Velilla del Río Carrión,34,Palencia,14585.84,1230,exclusiva
47191,Velliza,47,Valladolid,200,112,sin dedicación
34023,Venta de Baños,34,Palencia,5150,6401,sin dedicación
40224,Ventosilla y Tejadilla,40,Segovia,100,16,sin dedicación
34201,Vertavillo,34,Palencia,1730,176,sin dedicación
49235,Vezdemarbán,49,Zamora,500,448,sin dedicación
47193,Viana de Cega,47,Valladolid,4250,2062,parcial
42204,Viana de Duero,42,Soria,1020,54,sin dedicación
49237,Videmala,49,Zamora,150,144,sin dedicación
47195,Villabáñez,47,Valladolid,1750,489,sin dedicación
24202,Villablino,24,León,16897.81,8444,exclusiva
47197,Villabrágima,47,Valladolid,4588.74,1053,parcial
24203,Villabraz,24,León,925,91,sin dedicación
49239,Villabuena del Puente,49,Zamora,3906.4,649,parcial
40225,Villacastín,40,Segovia,352.8,1483,sin dedicación
47200,Villaco,47,Valladolid,363,74,sin dedicación
34206,Villada,34,Palencia,110,920,sin dedicación
24205,Villadangos del Páramo,24,León,12220,1163,exclusiva
24207,Villademor de la Vega,24,León,782,325,sin dedicación
49240,Villadepera,49,Zamora,617.73,197,parcial
9427,Villadiego,9,Burgos,6956.21,1500,parcial
34208,Villaeles de Valdavia,34,Palencia,600,51,sin dedicación
9429,Villaescusa la Sombría,9,Burgos,600,58,sin dedicación
49243,Villaferrueña,49,Zamora,120,109,sin dedicación
47204,Villafranca de Duero,47,Valladolid,1480.73,267,parcial
24209,Villafranca del Bierzo,24,León,12828.88,2855,parcial
9431,Villafranca Montes de Oca,9,Burgos,400,113,sin dedicación
47206,Villafuerte,47,Valladolid,386.1,85,sin dedicación
9434,Villagonzalo Pedernales,9,Burgos,10933.34,1859,exclusiva
34211,Villaherreros,34,Palencia,1350,204,parcial
47210,Villalar de los Comuneros,47,Valladolid,200,468,sin dedicación
47213,Villalbarba,47,Valladolid,300,115,sin dedicación
9439,Villalbilla de Burgos,9,Burgos,1750,1423,sin dedicación
49247,Villalcampo,49,Zamora,350,419,sin dedicación
34217,Villalobón,34,Palencia,5220,1734,sin dedicación
49251,Villalube,49,Zamora,120,170,sin dedicación
34218,Villaluenga de la Vega,34,Palencia,2286.63,574,exclusiva
24211,Villamandos,24,León,750,295,sin dedicación
24901,Villamanín,24,León,4691.93,911,sin dedicación
24212,Villamañán,24,León,1833.54,1102,parcial
34220,Villamartín de Campos,34,Palencia,756,181,sin dedicación
24213,Villamartín de Don Sancho,24,León,210,159,sin dedicación
37354,Villamayor,37,Salamanca,15812.22,7212,parcial
9445,Villambistia,9,Burgos,200,44,sin dedicación
24214,Villamejil,24,León,5546.67,672,parcial
34222,Villameriel,34,Palencia,1200,106,sin dedicación
24215,Villamol,24,León,500,152,sin dedicación
24216,Villamontán de la Valduerna,24,León,3500,720,parcial
49255,Villamor de los Escuderos,49,Zamora,4503.18,371,sin dedicación
24217,Villamoratiel de las Matas,24,León,520,135,sin dedicación
34223,Villamoronta,34,Palencia,1103.95,241,sin dedicación
34225,Villamuriel de Cerrato,34,Palencia,15437,6469,exclusiva
49256,Villanázar,49,Zamora,140,270,sin dedicación
49257,Villanueva de Azoague,49,Zamora,120,358,sin dedicación
49258,Villanueva de Campeán,49,Zamora,2337.2,119,parcial
47218,Villanueva de Duero,47,Valladolid,5602.55,1189,parcial
49260,Villanueva del Campo,49,Zamora,1330,823,sin dedicación
24219,Villaobispo de Otero,24,León,1135,532,sin dedicación
34229,Villaprovedo,34,Palencia,1400,56,sin dedicación
24221,Villaquejida,24,León,1350,827,sin dedicación
24222,Villaquilambre,24,León,27222.05,18684,exclusiva
37359,Villar de la Yegua,37,Salamanca,72,174,sin dedicación
49264,Villar del Buey,49,Zamora,1650,556,sin dedicación
42209,Villar del Río,42,Soria,105,144,sin dedicación
9903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos,13638.33,4011,exclusiva
49265,Villardiegua de la Ribera,49,Zamora,96,114,sin dedicación
24224,Villares de Órbigo,24,León,2715.75,596,parcial
9458,Villariezo,9,Burgos,1600,645,sin dedicación
34232,Villarramiel,34,Palencia,103.65,818,sin dedicación
49268,Villarrín de Campos,49,Zamora,7621.1,390,parcial
24225,Villasabariego,24,León,5408,1123,parcial
42212,Villasayas,42,Soria,900,66,sin dedicación
34234,Villasila de Valdavia,34,Palencia,1798.58,70,parcial
34236,Villaturde,34,Palencia,2033.98,157,sin dedicación
24227,Villaturiel,24,León,5890.5,1826,parcial
34237,Villaumbrales,34,Palencia,504,650,sin dedicación
47226,Villavaquerín,47,Valladolid,1600,161,sin dedicación
47228,Villaverde de Medina,47,Valladolid,1073.33,513,parcial
49272,Villaveza de Valverde,49,Zamora,40,71,sin dedicación
49271,Villaveza del Agua,49,Zamora,1072.5,176,parcial
24228,Villazala,24,León,352.8,647,sin dedicación
34243,Villoldo,34,Palencia,3040,343,parcial
9425,Vilviestre del Pinar,9,Burgos,150,516,sin dedicación
42215,Vinuesa,42,Soria,12420.91,847,exclusiva
49273,Viñas,49,Zamora,60,167,sin dedicación
42216,Vizmanos,42,Soria,250,29,sin dedicación
42218,Yanguas,42,Soria,3600,103,parcial
49275,ZAMORA,49,Zamora,18876.33,60988,exclusiva
47231,Zaratán,47,Valladolid,12959.86,6235,exclusiva
40233,Zarzuela del Monte,40,Segovia,1105.75,485,sin dedicación
40234,Zarzuela del Pinar,40,Segovia,350,424,sin dedicación
24230,Zotes del Páramo,24,León,2475,423,sin dedicación
9485,Zuñeda,9,Burgos,450,53,sin dedicación
